Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,BA,BA,BA,BA,BA,BA,
1962-01-01,0.18902167677879333,0.8148149847984314,0.8539090156555176,0.7921810150146484,0.8374490141868591,2855250,BA
1962-01-08,0.19713620841503143,0.8497939705848694,0.8559669852256775,0.8045269846916199,0.8148149847984314,3067875,BA
1962-01-15,0.2023867666721344,0.8724279999732971,0.8724279999732971,0.8271600008010864,0.845678985118866,3681450,BA
1962-01-22,0.2071601003408432,0.8930040001869202,0.9032920002937317,0.8600819706916809,0.8724279999732971,7909650,BA
1962-01-29,0.21145610511302948,0.9115229845046997,0.9320989847183228,0.8847740292549133,0.8930040001869202,9148950,BA
1962-02-05,0.21193329989910126,0.9135800004005432,0.9135800004005432,0.8724279999732971,0.9094650149345398,3875850,BA
1962-02-12,0.21241921186447144,0.9074069857597351,0.9259260296821594,0.8950620293617249,0.9053500294685364,3134700,BA
1962-02-19,0.20134058594703674,0.8600819706916809,0.9156380295753479,0.843621015548706,0.9074069857597351,2660850,BA
1962-02-26,0.20230413973331451,0.8641980290412903,0.8888890147209167,0.8497939705848694,0.8600819706916809,2958525,BA
1962-03-05,0.1974872648715973,0.843621015548706,0.8621399998664856,0.831275999546051,0.8621399998664856,2788425,BA
1962-03-12,0.1950788050889969,0.8333330154418945,0.8621399998664856,0.831275999546051,0.845678985118866,1792125,BA
1962-03-19,0.19411547482013702,0.8292179703712463,0.8353909850120544,0.8168720006942749,0.8333330154418945,2515050,BA
1962-03-26,0.19315235316753387,0.8251029849052429,0.845678985118866,0.8251029849052429,0.8292179703712463,1482300,BA
1962-04-02,0.18544548749923706,0.7921810150146484,0.8333330154418945,0.767490029335022,0.8251029849052429,2417850,BA
1962-04-09,0.18351870775222778,0.7839509844779968,0.8045269846916199,0.7592589855194092,0.7921810150146484,1567350,BA
1962-04-16,0.18640868365764618,0.7962960004806519,0.80246901512146,0.7654320001602173,0.7839509844779968,1227150,BA
1962-04-23,0.17870181798934937,0.7633739709854126,0.823045015335083,0.7592589855194092,0.7962960004806519,3031425,BA
1962-04-30,0.1811104714870453,0.7736629843711853,0.7839509844779968,0.7304530143737793,0.7633739709854126,3997350,BA
1962-05-07,0.17051348090171814,0.7283949851989746,0.7798349857330322,0.7263370156288147,0.7757200002670288,2843100,BA
1962-05-14,0.17525801062583923,0.7407410144805908,0.7716050148010254,0.6934159994125366,0.7283949851989746,4337550,BA
1962-05-21,0.15529805421829224,0.656378984451294,0.7386829853057861,0.6460909843444824,0.7386829853057861,5497875,BA
